country,patent,title,claim,sections
US,"8,208,749",Deblocking filtering,1,"8, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Tables 8-16, 8-17"
US,"8,213,507",Weighted sample prediction,7,"3.8, 3.13, 3.43, 3.55, 3.66, 3.77, 3.100, 3.109, 3.121, 3.123, 3.124, 3.125, 3.126, 5.7, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3 "
US,"8,213,510",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.43, 3.49, 3.66, 3.87, 3.123, 6.4.10, 7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"8,213,514",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.6, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-2, 6-4, 9-11, 9-39 "
US,"8,213,517",Reference picture marking,1,"3.43, 3.61, 3.96, 3.100, 3.123, 3.125, 7.3.1, 7.3.3, 7.3.3.1, 7.3.3.3, 7.3.5.1, 7.3.5.3, 7.4.1, 7.4.3.1, 7.4.3.3, 7.4.5.1, 7.4.5.3, 8.4, 8.4.1, 8.4.2, 8.5.1, 8.5.3, Annex C.4.5.1, C.4.5.2 "
US,"8,218,623",Scaling matrix ,1,"3.43, 3.49, 7.3.2.1.1, 7.3.2.1.1.1, 7.3.2.2, 7.3.3, 7.3.4, 7.4.2.1.1, 7.4.2.1.1.1, 7.4.2.2, 7.4.3, 8, 8.5.8, 8.5.11.1, 8.5.12.1, Tables 7-2, 7-3, 7-4 "
US,"8,218,628",SVC decoding,1,"3.129, 7.3.5, 7.3.5.1, 7.3.5.3.2, 7.3.5.3.3, 8.4, 9, and Annex G, G.1, G.3, G.3.4, G.3.5, G.3.11, G.3.30, G.3.50, G.3.65, G.3.66, G.7.3.3.4, G.7.3.5, G.7.3.5.1, G.7.3.5.3.2, G.7.3.5.3.3, G.7.3.6, G.7.4, G.7.4.3.4, G.7.4.6, G.7.4.6.1, G.8, G.8.1.3.3, G.8.1.5.1.1, G.8.1.5.6, G.8.4.1.1, G.8.4.2, G.8.5.3, G.8.5.4, G.8.8, G.8.8.1, G.8.8.2, G.9, G.10.1.1, G.10.1.2 "
US,"8,218,630",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.6, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-2, 6-4, 9-11, 9-39 "
US,"8,218,631",CABAC,4,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-2, 6-4, 9-11, 9-39 "
US,"8,223,841",Inter prediction,1,"3.8, 3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.104, 3.123, 3.124, 3.125, 3.126, 3.138, 3.142, 7.3.2.2, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.5.1, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.5.1"
US,"8,223,850",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,228,977",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,228,978",Deblocking filtering,1,"6.4.10, 6.4.10.1, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 6-14, 8-10, 8-11, Table 8-17"
US,"8,228,986",Intra prediction modes,2,"6.4.10.4, 7.3.5.1, 7.4.5.1, 8.3, 8.3.1, 8.3.1.1, 8.3.1.2.1, 8.3.1.2.2, 8.3.1.2.3, 8.3.1.2.4, Table 8-2 "
US,"8,228,996",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,229,005",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17 "
US,"8,233,528",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Fig. 8-10, Table 8-17"
US,"8,233,533",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,233,538",Intra prediction modes,3,"6.4.10.4, 8.3, 8.3.1, 8.3.1.1, 8.3.1.2.4, 8.3.1.2.5, 8.3.1.2.7, 8.3.1.2.9, Annex E.1.1, E.2.1, Fig. 8-1, Tables 8-2, E-1"
US,"8,233,546",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,233,550",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17"
US,"8,238,417",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,238,418",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17"
US,"8,238,422",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17 "
US,"8,238,430",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,238,447",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,238,448",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,238,449",Deblocking filtering,1,"6.4.10, 6.4.10.1, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 6-14, 8-10, 8-11, Table 8-17"
US,"8,243,786",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17 "
US,"8,243,788",CABAC,2,"3.3, 3.4, 3.15, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 3.155, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.1, 7.3.4, 7.3.5, 7.4.5, 8, 8.5.1, 9, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.4, 9.3.3.2, 9.3.3.2.1, Annex B, Fig. 6-8, Tables 6-4, 9-11"
US,"8,243,791",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Fig. 8-10, Table 8-17"
US,"8,243,792",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,793",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,794",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,795",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,243,799",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,243,800",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,243,808",Chrominance motion vectors,2,"3.24, 3.43, 3.51, 3.66, 3.76, 3.77, 3.82, 3.87, 6.2, 7.3.4, 7.3.5, 7.4.2.1.1, 7.4.4, 7.4.5, 8, 8.4, 8.4.1, 8.4.1.4, 8.4.2, Tables 6-1, 8-10 "
US,"8,243,809",Chrominance motion vectors,1,"3.24, 3.43, 3.51, 3.66, 3.76, 3.77, 3.82, 3.87, 6.2, 7.3.4, 7.3.5, 7.4.2.1.1, 7.4.4, 7.4.5, 8, 8.4, 8.4.1, 8.4.1.4, 8.4.2, Tables 6-1, 8-10"
US,"8,243,817",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,819",Deblocking filtering,1,"6.4.10, 6.4.10.1, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 6-14, 8-10, 8-11, Table 8-17"
US,"8,243,827",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,243,828",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,829",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,243,830",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17 "
US,"8,249,110",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.138, 3.160. 6.2, 7.4.1, 7.4.1.2.3, 7.4.1.2.4, Annex A, B, Fig. 7-1, Table 7-1"
US,"8,249,111",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.105, 3.133, 3.138, 3.160, 6.2, 7.3.2.1.1, 7.3.2.2, 7.4.1, 7.4.1.2.1, 7.4.1.2.3, 7.4.1.2.4, 7.4.1.2.5, 7.4.2.1.1, 7.4.2.2, Annex A, C, C.3, Figs. 7-1, C-2, Table 7-1 "
US,"8,249,112",NAL unit,2,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.105, 3.116, 3.133, 3.138, 3.160, 6.2, 7.3, 7.3.1, 7.3.2.1.1, 7.3.2.2, 7.3.3, 7.4.1, 7.4.1.2.1, 7.4.1.2.3, 7.4.1.2.4, 7.4.1.2.5, 7.4.2.1.1, 7.4.2.2, Annex A, Fig. 7-1, Table 7-1 "
US,"8,249,148",Deblocking filtering,1,"6.4.10, 6.4.10.1, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 6-14, 8-10, 8-11, Table 8-17"
US,"8,249,149",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,249,156",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.2, 8.4.2.1 "
US,"8,249,157",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.2, 8.4.2.1 "
US,"8,249,158",Direct mode,1,"0.6, 0.6.1, 3.8, 3.13, 3.55, 3.77, 3.100, 3.109, 5.1, 7.3.2.4, 7.3.3, 7.3.3.2, 7.4.2.4, 7.4.3, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-5"
US,"8,249,162",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,249,163",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,249,165",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11"
US,"8,249,172",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,249,173",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17"
US,"8,249,174",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11, Table 8-17 "
US,"8,254,452",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,254,460",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.1, 7.3.4, 7.3.5.1, 7.4.5.1, 8, 9, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.6, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, Tables 6-4, 9-11, 9-39"
US,"8,254,468",Deblocking filtering,1,"3.14, 3.15, 3.27, 3.43, 3.77, 3.147, 3.148, 8, 8.5.1, 8.7, 8.7.1, 8.7.2.1, 8.7.2.2, Figs. 8-10, 8-11"
US,"8,265,143",Scaling and transformation,1,"3.14, 3.15, 3.43, 3.155, 6.2, 8, 8.5.8, 8.5.11, 8.5.11.1, Table 8-15"
US,"8,265,148",Weighted sample prediction,8,"3.27, 3.41, 3.43, 3.72, 3.105, 3.138, 3.142, 7.3.2.2, 7.3.3, 7.3.3.2, 7.4.2.2, 7.4.3.2, 8, 8.4, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3"
US,"8,265,150",Weighted sample prediction,2,"3.14, 3.27, 3.43, 3.77, 3.78, 7.2, 7.3.3, 7.3.3.2, 7.4.2.1.1, 7.4.3, 7.4.3.2, 8.4, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 9.1, Table 7-6"
US,"8,265,153",Inter prediction,1,"3.8, 3.40, 3.41, 3.43, 3.77, 3.80, 3.82, 3.87, 3.99, 3.104, 3.123, 3.124, 3.125, 3.126, 5.4, 8, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Tables 8-6, 8-8 "
US,"8,265,403",CAVLC,1,"3.14, 3.43, 3.155, 3.161, 6.4.7, 6.4.8, 6.4.10, 6.4.10.4, 6.4.10.5, 7.3.5.3.2, 7.4.5.3, 7.4.5.3.2, 8.5.1, 9.2, 9.2.1, Figs. 6-10, 6-12, 6-14, Tables 6-2, 9-5"
US,"8,269,891",SEI message,12,"3.43, 7.4.1.2.3, 8, Annex D, D.1, D.1.2, D.2.2, Fig. 7-1"
US,"8,275,044",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.1, 7.3.4, 7.3.5.1, 7.4.5.1, 8, 9, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.6, 9.3.3.2, 9.3.3.2.1, Annex B, Fig. 6-8, Tables 6-2, 6-4, 9-11, 9-39"
US,"8,279,927",Intra prediction modes,5,"6.4.10.4, 7.3.5.1, 7.4.5.1, 8.3, 8.3.1, 8.3.1.1, 8.3.1.2.1, 8.3.1.2.2, 8.3.1.2.3, 8.3.1.2.4, Table 8-2 "
US,"8,279,929",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.4.2.2, 7.4.3, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6 "
US,"8,284,841",CABAC,1,"3.15, 3.155, 3.156, 3.161, 7.3.5.3.3, 7.4.5.3, 7.4.5.3.1, 7.4.5.3.3, 8.5.6, 9, 9.3, 9.3.1.1, 9.3.3.1, 9.3.3.1.3, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 8-8, 9-1, 9-3, Tables 8-13, 9-42"
US,"8,290,039",Deblocking filtering,7,"8, 8.5, 8.5.1, 8.5.11, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.3, Table 8-17"
US,"8,290,043",Weighted sample prediction,6,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.4.2.2, 7.4.3, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6 "
US,"8,290,046",Motion vector prediction,1,"3.15, 3.49, 3.77, 3.87, 3.104, 6.4.10, 6.4.10.1, 7.4.5, 7.4.5.1, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.2, 8.4.1.3, 8.4.1.3.1, 8.4.2, Fig. 6-14, Table 7-14 "
US,"8,290,047",Motion vector prediction,1,"3.15, 3.49, 3.77, 3.87, 3.104, 6.4.10, 6.4.10.1, 7.4.5, 7.4.5.1, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.2, 8.4.1.3, 8.4.1.3.1, 8.4.2, Fig. 6-14, Table 7-14 "
US,"8,290,049",Deriving luma motion vectors,1,"3.8, 3.43, 3.99, 3.104, 3.124, 3.125, 3.126, 6.4.10, 8, 8.2.4.2, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.2, 8.4.2, Fig. 6-14 "
US,"8,311,130",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10 and 8-11"
US,"8,315,313",HRD parameters,2,"3.14, 3.59, 8, Annex C, C.3, C.4, E, E.1.2, E.2.2, Figs. C-1, C-2"
US,"8,315,315",SVC decoding,7,"0.6, 3.1, 3.14, 3.32, 3.44, 3.91, 3.92, 3.106, 7.2, Annex G.3, G.3.4, G.3.11, G.3.20, G.3.29, G.3.30, G.3.49, G.7.3.1.1, G.7.4.1.1, G.7.4.3.4, G.8, G.8.1.3, G.8.1.3.1, G.8.1.3.2, G.8.8, G.8.8.1"
US,"8,320,459",Spatial Direct Prediction,1,"3.43, 3.44, 3.125, 3.126, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1, 8.4.2, Fig. 6-14"
US,"8,320,467",CABAC,2,"6.4.9, 6.4.10.7, 7.3.2.2, 7.3.4, 7.3.5.1, 7.4.2.2, 7.4.4, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1.2, 9.3.3.1.1.7, 9.3.3.2, Figs. 6-13, 9-1, 9-2, Table 9-39 "
US,"8,325,806",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.1, 7.3.4, 7.3.5.1, 7.4.5.1, 8, 9, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, Annex B, Fig. 6-8, Tables 6-2, 6-4, 9-11, 9-39"
US,"8,325,809",Weighted sample prediction,5,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.4.2.2, 7.4.3, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6 "
US,"8,325,816",Spatial Direct Prediction,1,"3.43, 3.44, 3.125, 3.126, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, 8.4.2, Fig. 6-14 "
US,"8,325,820",CABAC,1,"6.4.9, 6.4.10.7, 7.3.2.2, 7.3.4, 7.3.5.1, 7.4.2.2, 7.4.4, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1.2, 9.3.3.1.1.7, 9.3.3.2, Figs. 6-13, 9-1, 9-2, Table 9-39 "
US,"8,326,057",CAVLC,1,"3.41, 3.43, 7.3.5.3.1, 7.4.2.2, 7.4.5, 7.4.5.3.1, 8, 8.5, 8.5.1, 8.5.3, 8.5.7, 8.5.12, 8.5.12.2, 9.2, 9.2.1, Annex B, Fig. 8-9, Table 9-5"
US,"8,331,450",Intra prediction modes,2,"6.4.10.4, 7.3.5.1, 7.4.5.1, 8.3, 8.3.1, 8.3.1.1, 8.3.1.2.1, 8.3.1.2.2, 8.3.1.2.3, 8.3.1.2.4, Table 8-2"
US,"8,335,253",CABAC,12,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.1, 7.3.4, 7.3.5.1, 7.4.5.1, 8, 9, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, Annex B, Fig. 6-8, Tables 6-2, 6-4, 9-11, 9-39"
US,"8,335,263",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.2, 8.4.2.1 "
US,"8,340,135",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.105, 3.133, 3.138, 3.160, 6.2, 7.3.2.1.1, 7.3.2.2, 7.4.1, 7.4.1.2.1, 7.4.1.2.3, 7.4.1.2.4, 7.4.1.2.5, 7.4.2.1.1, 7.4.2.2, Annex A, C, C.3, Figs. 7-1, C-2, Table 7-1"
US,"8,340,184",Luma motion vector prediction,3,"3.15, 3.49, 3.65, 3.66, 3.77, 3.100, 3.104, 6.4.10, 8.4.1, 8.4.1.3, 8.4.1.3.1, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 6-14, 9-2, 9-3, Tables 9-34, 9-39"
US,"8,340,190",Spatial Direct Prediction,1,"3.43, 3.44, 3.125, 3.126, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1, 8.4.2, Fig. 6-14 "
US,"8,345,757",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,345,758",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,345,759",Luma motion vector prediction,2,"3.15, 3.49, 3.65, 3.66. 3.77, 3.100, 3.104, 3.159, 6.4.10, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 6-14, 9-2, 9-3, Tables 9-34, 9-39"
US,"8,345,770",Deblocking filtering,7,"3.14, 3.15, 3.27, 3.43, 3.77, 3.147, 3.148, 8, 8.5.1, 8.7, 8.7.1, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10, 8-11"
US,"8,351,501",Scaling and transformation,1,"3.14, 3.15, 3.43, 3.155, 6.2, 7.3.2.2, 7.4.2.2, 8, 8.5.8, 8.5.11, 8.5.11.1, Table 8-15"
US,"8,351,503",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,351,504",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,351,505",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,351,506",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,351,507",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Table 8-6 "
US,"8,354,946",CABAC,1,"3.138, 3.140, 6.3, 7.3.1, 7.3.3, 7.4.1, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.1.2, 9.3.2, 9.3.3.1, 9.3.3.2, Figs. 6-7, 9-1, 9-2, Tables 7-1, 9-11, 9-12, 9-17, 9-39"
